301.5 15 15
316.5 15 15
334.4 15 15
355.4 15 15
379.3 15 15
406.2 15 15
436.2 15 15
469.1 15 15
505.0 15 15
543.9 15 15
585.8 15 15
630.7 15 15
678.6 15 15
729.4 15 15
783.3 15 15
840.2 15 15
900.0 15 15
962.8 15 15
1028.7 15 15
1097.5 15 15
302.7 20 20
317.6 20 20
335.5 20 20
356.4 20 20
380.3 20 20
407.2 20 20
437.1 20 20
469.9 20 20
505.8 20 20
544.6 20 20
586.4 20 20
631.2 20 20
679.0 20 20
729.8 20 20
783.5 20 20
840.3 20 20
900.0 20 20
962.7 20 20
1028.4 20 20
1097.1 20 20
304.1 25 25
319.0 25 25
336.9 25 25
357.8 25 25
381.6 25 25
408.4 25 25
438.2 25 25
471.0 25 25
506.7 25 25
545.5 25 25
587.2 25 25
631.9 25 25
679.5 25 25
730.2 25 25
783.8 25 25
840.4 25 25
900.0 25 25
962.6 25 25
1028.1 25 25
1096.7 25 25
305.9 30 30
320.8 30 30
338.6 30 30
359.4 30 30
383.2 30 30
409.9 30 30
439.6 30 30
472.3 30 30
507.9 30 30
546.6 30 30
588.1 30 30
632.7 30 30
680.2 30 30
730.7 30 30
784.2 30 30
840.6 30 30
900.0 30 30
962.4 30 30
1027.8 30 30
1096.1 30 30
310.5 40 40
325.2 40 40
342.9 40 40
363.6 40 40
387.1 40 40
413.7 40 40
443.2 40 40
475.6 40 40
511.0 40 40
549.3 40 40
590.6 40 40
634.8 40 40
682.0 40 40
732.1 40 40
785.2 40 40
841.2 40 40
900.1 40 40
962.0 40 40
1026.9 40 40
1094.7 40 40
316.2 50 50
330.8 50 50
348.4 50 50
368.8 50 50
392.2 50 50
418.4 50 50
447.6 50 50
479.8 50 50
514.8 50 50
552.8 50 50
593.7 50 50
637.5 50 50
684.2 50 50
733.9 50 50
786.4 50 50
841.9 50 50
900.3 50 50
961.7 50 50
1025.9 50 50
1093.1 50 50
323.1 60 60
337.5 60 60
354.9 60 60
375.1 60 60
398.2 60 60
424.2 60 60
453.1 60 60
484.8 60 60
519.5 60 60
557.0 60 60
597.4 60 60
640.8 60 60
687.0 60 60
736.1 60 60
788.0 60 60
842.9 60 60
900.7 60 60
961.3 60 60
1024.8 60 60
1091.2 60 60
331.1 70 70
345.3 70 70
362.4 70 70
382.4 70 70
405.2 70 70
430.8 70 70
459.3 70 70
490.7 70 70
524.9 70 70
562.0 70 70
601.9 70 70
644.6 70 70
690.2 70 70
738.7 70 70
790.0 70 70
844.2 70 70
901.2 70 70
961.0 70 70
1023.7 70 70
1089.3 70 70
340.0 80 80
354.0 80 80
370.9 80 80
390.6 80 80
413.1 80 80
438.3 80 80
466.4 80 80
497.3 80 80
531.1 80 80
567.6 80 80
606.9 80 80
649.1 80 80
694.0 80 80
741.8 80 80
792.4 80 80
845.7 80 80
901.9 80 80
960.9 80 80
1022.7 80 80
1087.4 80 80
349.9 90 90
363.7 90 90
380.3 90 90
399.6 90 90
421.8 90 90
446.7 90 90
474.3 90 90
504.7 90 90
537.9 90 90
573.9 90 90
612.6 90 90
654.1 90 90
698.3 90 90
745.3 90 90
795.1 90 90
847.7 90 90
903.0 90 90
961.1 90 90
1021.9 90 90
1085.5 90 90
360.6 100 100
374.2 100 100
390.5 100 100
409.5 100 100
431.2 100 100
455.7 100 100
482.9 100 100
512.8 100 100
545.4 100 100
580.8 100 100
618.9 100 100
659.6 100 100
703.1 100 100
749.4 100 100
798.3 100 100
850.0 100 100
904.4 100 100
961.5 100 100
1021.3 100 100
1083.8 100 100
372.0 110 110
385.4 110 110
401.4 110 110
420.1 110 110
441.5 110 110
465.5 110 110
492.2 110 110
521.6 110 110
553.6 110 110
588.3 110 110
625.7 110 110
665.8 110 110
708.5 110 110
753.9 110 110
802.0 110 110
852.7 110 110
906.1 110 110
962.2 110 110
1020.9 110 110
1082.3 110 110
384.2 120 120
397.3 120 120
413.0 120 120
431.4 120 120
452.3 120 120
475.9 120 120
502.1 120 120
530.9 120 120
562.4 120 120
596.4 120 120
633.1 120 120
672.4 120 120
714.3 120 120
758.9 120 120
806.1 120 120
855.8 120 120
908.3 120 120
963.3 120 120
1020.9 120 120
1081.2 120 120
397.0 130 130
409.8 130 130
425.3 130 130
443.2 130 130
463.8 130 130
486.9 130 130
512.6 130 130
540.9 130 130
571.7 130 130
605.1 130 130
641.1 130 130
679.6 130 130
720.7 130 130
764.4 130 130
810.6 130 130
859.4 130 130
910.8 130 130
964.8 130 130
1021.3 130 130
1080.4 130 130
410.4 140 140
423.0 140 140
438.1 140 140
455.7 140 140
475.8 140 140
498.5 140 140
523.7 140 140
551.3 140 140
581.6 140 140
614.3 140 140
649.5 140 140
687.3 140 140
727.6 140 140
770.4 140 140
815.7 140 140
863.5 140 140
913.9 140 140
966.7 140 140
1022.1 140 140
1080.0 140 140
424.3 150 150
436.6 150 150
451.4 150 150
468.6 150 150
488.4 150 150
510.6 150 150
535.2 150 150
562.3 150 150
591.9 150 150
624.0 150 150
658.5 150 150
695.5 150 150
734.9 150 150
776.8 150 150
821.2 150 150
868.1 150 150
917.4 150 150
969.2 150 150
1023.4 150 150
1080.1 150 150
438.6 160 160
450.7 160 160
465.2 160 160
482.1 160 160
501.4 160 160
523.1 160 160
547.2 160 160
573.8 160 160
602.8 160 160
634.1 160 160
667.9 160 160
704.1 160 160
742.8 160 160
783.8 160 160
827.2 160 160
873.1 160 160
921.4 160 160
972.1 160 160
1025.2 160 160
1080.7 160 160
453.4 170 170
465.2 170 170
479.4 170 170
495.9 170 170
514.8 170 170
536.1 170 170
559.7 170 170
585.7 170 170
614.1 170 170
644.8 170 170
677.8 170 170
713.3 170 170
751.1 170 170
791.2 170 170
833.7 170 170
878.6 170 170
925.8 170 170
975.4 170 170
1027.4 170 170
1081.7 170 170
468.6 180 180
480.2 180 180
494.0 180 180
510.2 180 180
528.7 180 180
549.5 180 180
572.6 180 180
598.0 180 180
625.8 180 180
655.8 180 180
688.2 180 180
722.8 180 180
759.8 180 180
799.1 180 180
840.7 180 180
884.6 180 180
930.8 180 180
979.3 180 180
1030.2 180 180
1083.3 180 180
484.1 190 190
495.5 190 190
509.0 190 190
524.8 190 190
542.9 190 190
563.3 190 190
585.9 190 190
610.7 190 190
637.9 190 190
667.3 190 190
698.9 190 190
732.8 190 190
769.0 190 190
807.4 190 190
848.1 190 190
891.1 190 190
936.3 190 190
983.7 190 190
1033.5 190 190
1085.5 190 190
500.0 200 200
511.1 200 200
524.3 200 200
539.8 200 200
557.5 200 200
577.4 200 200
599.5 200 200
623.8 200 200
650.4 200 200
679.1 200 200
710.1 200 200
743.2 200 200
778.6 200 200
816.2 200 200
856.0 200 200
898.0 200 200
942.2 200 200
988.7 200 200
1037.3 200 200
1088.2 200 200
516.1 210 210
527.0 210 210
539.9 210 210
555.1 210 210
572.4 210 210
591.8 210 210
613.5 210 210
637.2 210 210
663.2 210 210
691.3 210 210
721.6 210 210
754.0 210 210
788.6 210 210
825.4 210 210
864.3 210 210
905.4 210 210
948.6 210 210
994.1 210 210
1041.6 210 210
